,_id,text,sentiment
81,64fb73d869e6e4ba894b7809, lucky kid...i so wanna see loserville  pity im in oz....,positive
82,64fb73d869e6e4ba894b780a,fell asleep waiting for my ride!,neutral
83,64fb73d869e6e4ba894b780b,Sick. With a flu like thing.,negative
84,64fb73d869e6e4ba894b780c,"Still no reply from  about my SimFinger problem  So no iRape parody video until I get a response, sorry guys",negative
85,64fb73d869e6e4ba894b780d,Happy Star Wars day everyone! and Enjoy the holiday (UK),positive
86,64fb73d869e6e4ba894b780e, Miles from you   I`m in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers.,neutral
87,64fb73d869e6e4ba894b780f,"His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him.",neutral
88,64fb73d869e6e4ba894b7810,i miss you bby      wish you were going tomorrow to make me do good.,negative
89,64fb73d869e6e4ba894b7811, Well what im working on isn`t QUITE ready to post about publicly (still beta testing) but its a cool new script I coded,positive
90,64fb73d869e6e4ba894b7812, SWEEEEET - San Fran is awesome!!!!  Love it there,positive
91,64fb73d869e6e4ba894b7813,_Mounce yes and it lasts way past my bedtime!,neutral
92,64fb73d869e6e4ba894b7814, Hi  how are you doing ???  *just joined twitter...*,neutral
93,64fb73d869e6e4ba894b7815,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow,negative
94,64fb73d869e6e4ba894b7816,eating ice cream and then getting ready for graduation.,neutral
95,64fb73d869e6e4ba894b7817,Happy Mothers day to all you Mums out there,positive
96,64fb73d869e6e4ba894b7818," CASEY`S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She`s prolly freaked cause it`s new. Can we get her back?",negative
97,64fb73d869e6e4ba894b7819, hemp cloth is marvelous but unfortunately no,negative
98,64fb73d869e6e4ba894b781a,Gonna read a story bout adam lambert online then bed. Nighty night,neutral
99,64fb73d869e6e4ba894b781b, We saw that in none 3D - the baddie`s the best,positive
100,64fb73d869e6e4ba894b781c,4am. And Im on the beach. Pretty,positive
101,64fb73d869e6e4ba894b781d," Certainly not Cheers than, huh?",neutral
102,64fb73d869e6e4ba894b781e,"1 week post my'horrible, traumatic jumping cholla accident.'-cholla`s next dirty trick:pieces are starting to emerge from my hand! Ouch!",negative
103,64fb73d869e6e4ba894b781f,i realy wanted to go out cause its so nice but everybodys busy,negative
104,64fb73d869e6e4ba894b7820, Awesome.  I`m down in Ocean Beach (if you know where that is.) By the way. 'YourBiggestFan' I`m a re-al big fan of you-rs.,positive
105,64fb73d869e6e4ba894b7821,at least I get to watch over time  Let`s go Pens!!,neutral
106,64fb73d869e6e4ba894b7822, cool i wear black most of the time when i go out,neutral
107,64fb73d869e6e4ba894b7823, haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day ****,positive
108,64fb73d869e6e4ba894b7824, have a safe trip joshy poo.......you`ll knock them dead at your speech,positive
109,64fb73d869e6e4ba894b7825," woof, I wish I was allowed to go",positive
110,64fb73d869e6e4ba894b7826,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me leave some comment,neutral
111,64fb73d869e6e4ba894b7827,  has tickets.......?,neutral
112,64fb73d869e6e4ba894b7828,"Thank you, Afrin Nasal Spray! Also, I got a giant teacup tonight!",positive
113,64fb73d869e6e4ba894b7829, ACSM. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,neutral
114,64fb73d869e6e4ba894b782a,"Aww, I love my daddy! He works 7 days a week almost all day and still tries to go to SF with all of us",positive
115,64fb73d869e6e4ba894b782b,So many tests todayyy  I don`t feel confident about anyy.,negative
116,64fb73d869e6e4ba894b782c,graduation is done  im a little sad.. anyone want to hang out???,negative
117,64fb73d869e6e4ba894b782d, hahaa your awesomee !,positive
118,64fb73d869e6e4ba894b782e,holy smokes! star trek was freaking awesomeeeee,positive
119,64fb73d869e6e4ba894b782f,"I hate Fallout 3 it keeps making me jump, I`m also low on health, money, ammo and food  don`t worry I`ll get through it.",neutral
120,64fb73d869e6e4ba894b7830," I had it! On my itunes, but then I lost all my songs.",neutral
121,64fb73d869e6e4ba894b7831,What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,neutral
122,64fb73d869e6e4ba894b7832,"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",negative
123,64fb73d869e6e4ba894b7833," Poor you  Get outside and sleep in the garden, the sun will do you good. But don`t forget suncream!!!",negative
124,64fb73d869e6e4ba894b7834,not well,negative
125,64fb73d869e6e4ba894b7835, Not a prob hun,positive
126,64fb73d869e6e4ba894b7836,"at dads, watching some mtv and am going on sims2 in a minutee",neutral
127,64fb73d869e6e4ba894b7837, Absolutely,neutral
128,64fb73d869e6e4ba894b7838, what`s the matter chickadee?,neutral
129,64fb73d869e6e4ba894b7839, hey mia!  totally adore your music.  when will your cd be out?,positive
130,64fb73d869e6e4ba894b783a,"Shopping. Cleaning. BMFing. Webcam chatting with nephews. Nothing spesh, but a good bank holiday Monday nonetheless",positive
131,64fb73d869e6e4ba894b783b, =O you need to ask him something? Lmao I love him too,positive
132,64fb73d869e6e4ba894b783c, those splinters look very painful...but you were being very heroic saving mr. Pickle,negative
133,64fb73d869e6e4ba894b783d, why are you sad?,negative
134,64fb73d869e6e4ba894b783e, Nice to see you tweeting!  It`s Sunday 10th May and we`re celebrating Mother`s Day here today. So be nice to yer Mom,positive
135,64fb73d869e6e4ba894b783f,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,positive
136,64fb73d869e6e4ba894b7840, Namaskar & Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !,neutral
137,64fb73d869e6e4ba894b7841," Congrats!  I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it.",neutral
138,64fb73d869e6e4ba894b7842,Humous and Dorito`s.... Oh yes,neutral
139,64fb73d869e6e4ba894b7843,"missed all the awesome weather, because she was in a movie!",negative
140,64fb73d869e6e4ba894b7844,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,neutral
141,64fb73d869e6e4ba894b7845,"These kids are terrible! If I was in Good Evans, I`d call Childline",negative
142,64fb73d869e6e4ba894b7846,"Unfortunatley, AerLingus no longer fly to Copenhagen so we`re have to fly Ryanair to Billund and drive up to Copenhagen one of the days!",negative
143,64fb73d869e6e4ba894b7847," What`s sad is that I actually had to google that term. That sucks, tho.",negative
144,64fb73d869e6e4ba894b7848,Hate fighting,negative
145,64fb73d869e6e4ba894b7849," I watched that too!!! I didnt want her to win, but she put up a good fight..lol",neutral
146,64fb73d869e6e4ba894b784a,Car-warmed Sprite tastes like sore throat,negative
147,64fb73d869e6e4ba894b784b,Just came 11th in cross country and beat dumbo,neutral
148,64fb73d869e6e4ba894b784c,Candle wax is very enjoyable.,positive
149,64fb73d869e6e4ba894b784d," She`s unassuming and unpretentious. She`s just, as. I suppose that`s why she`s so endearing--because we can relate to her",positive
150,64fb73d869e6e4ba894b784e,tomorrow valeria`s lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it,neutral
151,64fb73d869e6e4ba894b784f,goooooddd morning tweets!!  week three OF my workout. did i mention i got my new glasses yesterday?!?,positive
152,64fb73d869e6e4ba894b7850, me too. I hate my computer so much..,negative
153,64fb73d869e6e4ba894b7851, fine! Going to do my big walk today 20 or so miles,positive
154,64fb73d869e6e4ba894b7852,I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!,negative
155,64fb73d869e6e4ba894b7853,Mmmmmmmm... ? it in the morning,neutral
156,64fb73d869e6e4ba894b7854, me neither,neutral
157,64fb73d869e6e4ba894b7855,"Has about 10 hours work to do, on a Sunday. Boo. I will find time for a two hour lunchbreak though. Yeah",neutral
158,64fb73d869e6e4ba894b7856,Bugger. forgot I still have washing in my machine,negative
159,64fb73d869e6e4ba894b7857,"_Laurie sending love, blessings & healing thoughts to you & family  peace",positive
160,64fb73d869e6e4ba894b7858,My back hurts...really bad,negative
161,64fb73d869e6e4ba894b7859," ah yes, I know that feeling",neutral
162,64fb73d869e6e4ba894b785a,Night of the cookers with my dad,neutral
163,64fb73d869e6e4ba894b785b,My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,negative
164,64fb73d869e6e4ba894b785c, Nope I am in Coquitlam,neutral
165,64fb73d869e6e4ba894b785d, Had parent teacher thing yesterday!! So boring going to skl on saturday!!  lol,negative
166,64fb73d869e6e4ba894b785e,  #lichfield #tweetup sounds like fun  Hope to see you and everyone else there!,positive
167,64fb73d869e6e4ba894b785f,Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.,neutral
168,64fb73d869e6e4ba894b7860,Few Bevvies 2day in twn..great on a day off!!,positive
169,64fb73d869e6e4ba894b7861,first night in myers. just not the same w/out lydia!  but i`m actually excited about this summer!,positive
170,64fb73d869e6e4ba894b7862, good morning,positive
171,64fb73d869e6e4ba894b7863, its the best show EVER!,positive
172,64fb73d869e6e4ba894b7864,URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I`d removed space which messed up URL.  ^ES,negative
173,64fb73d869e6e4ba894b7865,i think iv hurt my tooth  and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha :L .,neutral
174,64fb73d869e6e4ba894b7866, I want to know when the auditions are Mander! Text or...reply please!,neutral
175,64fb73d869e6e4ba894b7867,or even NOOOOO NOT THE SECRET NAMEREBECCA PLEASE,negative
176,64fb73d869e6e4ba894b7868, I miss my neice  can`t wait to see her bad n grown ****! Lol,negative
177,64fb73d869e6e4ba894b7869,i need to get my computer fixed,neutral
178,64fb73d869e6e4ba894b786a,really hopes her car`s illness is not terminal...,negative
179,64fb73d869e6e4ba894b786b,"All the cool people I want to find for following today are #English, and I guess the English don`t tweet.",neutral
180,64fb73d869e6e4ba894b786c, no sir...i woulda put honey...but i don`t have any,neutral
181,64fb73d869e6e4ba894b786d,who watched X-men origins: wolverine? i totally loved it! haha,positive
182,64fb73d869e6e4ba894b786e, I VOTED!!! do u have a personal myspace? i keep talking to fakes   i <3 you. u helped me thru the hrdest time of my life! (: x,positive
183,64fb73d869e6e4ba894b786f, I`m sad that I missed you guys last night!,negative
184,64fb73d869e6e4ba894b7870,Finally got a call for marriage counseling 3 days late....,neutral
185,64fb73d869e6e4ba894b7871, ok then,neutral
186,64fb73d869e6e4ba894b7872,_420 why baby?,neutral
187,64fb73d869e6e4ba894b7873,today was the last day of high school for me and i ended up going home sick! ... stupid dead rats,negative
188,64fb73d869e6e4ba894b7874,We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in,neutral
189,64fb73d869e6e4ba894b7875,lost my tooth 2day whilst i was eating gum...oww,negative
190,64fb73d869e6e4ba894b7876,happy 1 year! <3,positive
191,64fb73d869e6e4ba894b7877,"Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol",positive
192,64fb73d869e6e4ba894b7878, *phew*  Will make a note in case anyone else runs into the same issueï¿½,neutral
193,64fb73d869e6e4ba894b7879,  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,negative
194,64fb73d869e6e4ba894b787a,I`m starving!! This diet is killing me but I can`t eat after 8pm,negative
195,64fb73d869e6e4ba894b787b, i talk to you,neutral
196,64fb73d869e6e4ba894b787c,im soo bored...im deffo missing my music channels,negative
197,64fb73d869e6e4ba894b787d, nite nite bday girl  have fun at concert,positive
198,64fb73d869e6e4ba894b787e,"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now",neutral
199,64fb73d869e6e4ba894b787f,_Sanderson What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!,neutral
200,64fb73d869e6e4ba894b7880,should be sleeping.  lost my voice a couple day ago.,negative
201,64fb73d869e6e4ba894b7881,http://twitpic.com/66xlm -  hate when my PARKED car gets hit,negative
202,64fb73d869e6e4ba894b7882, I`ve heard this fall. I`m waiting too!,neutral
203,64fb73d869e6e4ba894b7883, more nightmares?  *huggles*,neutral
204,64fb73d869e6e4ba894b7884,I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy.,negative
205,64fb73d869e6e4ba894b7885,going to bed its late and I have headache,negative
206,64fb73d869e6e4ba894b7886,happy mother`s day to all moms out there...,positive
207,64fb73d869e6e4ba894b7887,Grabbing coffee from  then making mom breakfast,neutral
208,64fb73d869e6e4ba894b7888,im thinking that im going to have fun tonight....and maybe some changes are coming,positive
209,64fb73d869e6e4ba894b7889, thanks. before the major chop.,neutral
210,64fb73d869e6e4ba894b788a," Haha I know, I cant handle the fame!  and thank you!",positive
211,64fb73d869e6e4ba894b788b,just got up and updated my ipod,neutral
212,64fb73d869e6e4ba894b788c, yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!,positive
213,64fb73d869e6e4ba894b788d, We never miss ICarly - my son has a huge crush on Miranda,positive
214,64fb73d869e6e4ba894b788e,Saw James carville in the store today. His head is really that bald,neutral
215,64fb73d869e6e4ba894b788f,yellow for   ? http://blip.fm/~5z05g,neutral
216,64fb73d869e6e4ba894b7890, which means you`re just going to have to come back to vancouver and have it our way! hahah,neutral
217,64fb73d869e6e4ba894b7891,Feeling smooth like chrome,positive
218,64fb73d869e6e4ba894b7892,Ew traffic,negative
219,64fb73d869e6e4ba894b7893,"downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",neutral
220,64fb73d869e6e4ba894b7894,@_Ra_Ra_ your not alone...i need coffee too.,neutral
221,64fb73d869e6e4ba894b7895, Sounds like me,neutral
222,64fb73d869e6e4ba894b7896,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,neutral
223,64fb73d869e6e4ba894b7897,Walking to class. I hate not having a bike....especially mine.,negative
224,64fb73d869e6e4ba894b7898,_nesmith,neutral
225,64fb73d869e6e4ba894b7899,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",negative
226,64fb73d869e6e4ba894b789a,"JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,",positive
227,64fb73d869e6e4ba894b789b,happy mother`s day to all the mothers in the world.,positive
228,64fb73d869e6e4ba894b789c,"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc",positive
229,64fb73d869e6e4ba894b789d,Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!,positive
230,64fb73d869e6e4ba894b789e,The exception for a short dude: Larenz fineass Tate yum,neutral
231,64fb73d869e6e4ba894b789f,"Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.",positive
232,64fb73d869e6e4ba894b78a0,"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",positive
233,64fb73d869e6e4ba894b78a1, Yes i work 6 to 3...,neutral
234,64fb73d869e6e4ba894b78a2," Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is",neutral
235,64fb73d869e6e4ba894b78a3,Done at the spa   now meeting vic for some late lunch!,neutral
236,64fb73d869e6e4ba894b78a4,Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,positive
237,64fb73d869e6e4ba894b78a5, Always have wanted to go to Oz,neutral
238,64fb73d869e6e4ba894b78a6, Thx,neutral
239,64fb73d869e6e4ba894b78a7, http://twitpic.com/4jaz5 - Cool... luv it,positive
240,64fb73d869e6e4ba894b78a8,  that`s why I need to be there...To represent the Blackberries,positive
241,64fb73d869e6e4ba894b78a9,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,neutral
242,64fb73d869e6e4ba894b78aa, If only we could ever actually be allowed to stay here and do that,neutral
243,64fb73d869e6e4ba894b78ab, Let me know how that turns out!!,neutral
244,64fb73d869e6e4ba894b78ac, was that sass I detect?  As long as it isn`t back sass! Haha,neutral
245,64fb73d869e6e4ba894b78ad," yeah I was thinking about that ,ahaha",positive
246,64fb73d869e6e4ba894b78ae, Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,neutral
247,64fb73d869e6e4ba894b78af,I`m not sleeping at all until  accepts my appology,negative
248,64fb73d869e6e4ba894b78b0,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??",negative
249,64fb73d869e6e4ba894b78b1," I live for pain, bring it on",neutral
250,64fb73d869e6e4ba894b78b2,"okay, i`m out for a while  back later!",neutral
251,64fb73d869e6e4ba894b78b3,  #powerblog What is this powerblog challenge you keep talking about?  I`m a newbie follower,neutral
252,64fb73d869e6e4ba894b78b4,almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,positive
253,64fb73d869e6e4ba894b78b5,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,neutral
254,64fb73d869e6e4ba894b78b6,"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??",negative
255,64fb73d869e6e4ba894b78b7,going to shower because i don`t want to smell at school tomorrow,neutral
256,64fb73d869e6e4ba894b78b8, Sigh... you know I am...,neutral
257,64fb73d869e6e4ba894b78b9,"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",positive
258,64fb73d869e6e4ba894b78ba,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,neutral
259,64fb73d869e6e4ba894b78bb,just got home from work.... and is chugging down a big bottle of apple juice.,neutral
260,64fb73d869e6e4ba894b78bc, Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,negative
261,64fb73d869e6e4ba894b78bd,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,positive
262,64fb73d869e6e4ba894b78be, it was only once for my big brother...and I`m done now,neutral
263,64fb73d869e6e4ba894b78bf,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,neutral
264,64fb73d869e6e4ba894b78c0,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",positive
265,64fb73d869e6e4ba894b78c1,FTSK and Mercy Mercedes were amazing tonight.. as always,positive
266,64fb73d869e6e4ba894b78c2,  hope he is ok!,positive
267,64fb73d869e6e4ba894b78c3,can`t school just be done already? it hurts too much... seeing him every day,positive
268,64fb73d869e6e4ba894b78c4,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",neutral
269,64fb73d869e6e4ba894b78c5, Hell Yeah!,neutral
270,64fb73d869e6e4ba894b78c6, HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,neutral
271,64fb73d869e6e4ba894b78c7, i know!!,neutral
272,64fb73d869e6e4ba894b78c8, huh what the ****? Smelly? Noooo. I love alex Vixon,neutral
273,64fb73d869e6e4ba894b78c9,"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",positive
274,64fb73d869e6e4ba894b78ca," Happy b-day! Just woke up on this side of Earth, so wishes are bit late",positive
275,64fb73d869e6e4ba894b78cb,"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",positive
276,64fb73d869e6e4ba894b78cc,HAPPY MOTHERS DAY.!,positive
277,64fb73d869e6e4ba894b78cd," *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",positive
278,64fb73d869e6e4ba894b78ce,  Thanks,positive
279,64fb73d869e6e4ba894b78cf,twittering after 2 days!,neutral
